CUSTOMERNAME,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,QUANTITYORDERED,CITY,COUNTRY
Salzburg Collectables,100,8118.55,11/24/2004 0:00,Shipped,Motorcycles,55,Salzburg,Austria
Technics Stores Inc.,100,3877.06,01-05-05 0:00,Shipped,Motorcycles,22,Burlingame,USA
La Rochelle Gifts,78.92,3867.08,02-03-05 0:00,Shipped,Motorcycles,49,Nantes,France
FunGiftIdeas.com,100,5951.44,03-03-05 0:00,Shipped,Motorcycles,44,New Bedford,USA
"UK Collectables, Ltd.",100,8648.64,04-08-05 0:00,Shipped,Motorcycles,66,Liverpool,UK
Euro Shopping Channel,100,3447.78,5/13/2005 0:00,Disputed,Motorcycles,21,Madrid,Spain
Euro Shopping Channel,100,5958.5,1/31/2003 0:00,Shipped,Classic Cars,34,Madrid,Spain
"Dragon Souveniers, Ltd.",100,5911.64,4/16/2003 0:00,Shipped,Classic Cars,43,Singapore,Singapore
Muscle Machine Inc,100,7366.44,06-03-03 0:00,Shipped,Classic Cars,46,NYC,USA
Mini Gifts Distributors Ltd.,100,4985.64,08-08-03 0:00,Shipped,Classic Cars,33,San Rafael,USA
Euro Shopping Channel,100,5393.64,9/28/2003 0:00,Shipped,Classic Cars,42,Madrid,Spain
"Dragon Souveniers, Ltd.",100,4880.02,10/22/2003 0:00,Shipped,Classic Cars,34,Singapore,Singapore
L'ordine Souveniers,100,8378.69,11-06-03 0:00,Shipped,Classic Cars,47,Reggio Emilia,Italy
Mini Creations Ltd.,100,4038.21,11/14/2003 0:00,Shipped,Classic Cars,33,New Bedford,USA
Super Scale Inc.,100,3807.12,11/26/2003 0:00,Shipped,Classic Cars,24,New Haven,USA
"Saveley & Henriot, Co.",100,3142.36,01-02-04 0:00,Shipped,Classic Cars,26,Lyon,France
"Clover Collections, Co.",100,4713.6,02-12-04 0:00,Shipped,Classic Cars,30,Dublin,Ireland
"Blauer See Auto, Co.",100,7016.31,3/15/2004 0:00,Shipped,Classic Cars,43,Frankfurt,Germany
Suominen Souveniers,100,4381.25,05-05-04 0:00,Shipped,Classic Cars,25,Espoo,Finland
Diecast Classics Inc.,100,4283.01,7/20/2004 0:00,Shipped,Classic Cars,27,Allentown,USA
Mini Gifts Distributors Ltd.,100,4364.82,8/20/2004 0:00,Shipped,Classic Cars,27,San Rafael,USA
Amica Models & Co.,100,4242.24,09-09-04 0:00,Shipped,Classic Cars,24,Torino,Italy
"AV Stores, Co.",100,4982.7,10/14/2004 0:00,Shipped,Classic Cars,34,Manchester,UK
Heintze Collectables,100,6393.54,10/22/2004 0:00,Shipped,Classic Cars,46,Aaarhus,Denmark
Vitachrome Inc.,54.33,1466.91,11-05-04 0:00,Shipped,Classic Cars,27,NYC,USA
"La Corne D'abondance, Co.",100,4059.33,11/20/2004 0:00,Shipped,Classic Cars,33,Paris,France
"Corrida Auto Replicas, Ltd",100,4801.52,11-01-04 0:00,Shipped,Classic Cars,47,Madrid,Spain
Euro Shopping Channel,55.34,2711.66,12-10-04 0:00,Shipped,Classic Cars,49,Madrid,Spain
"Tokyo Collectables, Ltd",100,5862,1/26/2005 0:00,Shipped,Classic Cars,40,Minato-ku,Japan
Mini Gifts Distributors Ltd.,100,4071.85,2/17/2005 0:00,Shipped,Classic Cars,37,San Rafael,USA
Gift Depot Inc.,100,8236.75,05-05-05 0:00,Shipped,Classic Cars,47,Bridgewater,USA
Cruz & Sons Co.,100,6130.35,03-03-03 0:00,Shipped,Classic Cars,45,Makati City,Philippines
Marseille Mini Autos,99.82,3693.34,05-08-03 0:00,Shipped,Classic Cars,37,Marseille,France
Mini Gifts Distributors Ltd.,100,6031.68,07-02-03 0:00,Shipped,Classic Cars,48,San Rafael,USA
Collectables For Less Inc.,100,3494.94,09-05-03 0:00,Shipped,Classic Cars,31,Brickhaven,USA
"Men 'R' US Retailers, Ltd.",100,5294.14,10-11-03 0:00,Shipped,Classic Cars,46,Los Angeles,USA
Mini Auto Werke,100,5464.69,11-04-03 0:00,Shipped,Classic Cars,47,Graz,Austria
Herkku Gifts,100,2860.76,11-12-03 0:00,Shipped,Classic Cars,28,Bergen,Norway
"Toms Spezialitten, Ltd",100,5590,11/20/2003 0:00,Shipped,Classic Cars,40,Koln,Germany
Euro Shopping Channel,100,2254.8,12-02-03 0:00,Shipped,Classic Cars,20,Madrid,Spain
Euro Shopping Channel,100,4946.76,1/16/2004 0:00,Shipped,Classic Cars,39,Madrid,Spain
"Vida Sport, Ltd",99.82,2495.5,2/22/2004 0:00,Shipped,Classic Cars,25,Gensve,Switzerland
Danish Wholesale Imports,100,3167.38,04-09-04 0:00,Shipped,Classic Cars,29,Kobenhavn,Denmark
"UK Collectables, Ltd.",100,2402.84,06-01-04 0:00,Cancelled,Classic Cars,22,Liverpool,UK
L'ordine Souveniers,100,2454.54,07-06-04 0:00,Shipped,Classic Cars,22,Reggio Emilia,Italy
Online Mini Collectables,100,5464.69,08-02-04 0:00,Shipped,Classic Cars,47,Brickhaven,USA
"Vida Sport, Ltd",100,4756.5,8/30/2004 0:00,Shipped,Classic Cars,45,Gensve,Switzerland
"Blauer See Auto, Co.",100,3984.6,10-04-03 0:00,Shipped,Classic Cars,29,Frankfurt,Germany
"Toms Spezialitten, Ltd",100,3100.32,10/16/2004 0:00,Shipped,Classic Cars,24,Koln,Germany
"Volvo Model Replicas, Co",100,4850.3,11-03-04 0:00,Shipped,Classic Cars,35,Lule,Sweden
Land of Toys Inc.,83.63,3846.98,11/15/2004 0:00,Shipped,Classic Cars,46,NYC,USA
Salzburg Collectables,95.93,4220.92,11/24/2004 0:00,Shipped,Classic Cars,44,Salzburg,Austria
Suominen Souveniers,96.73,3288.82,01-06-05 0:00,Shipped,Classic Cars,34,Espoo,Finland
Boards & Toys Co.,100,3987.2,02-08-05 0:00,Shipped,Classic Cars,35,Glendale,USA
Scandinavian Gift Ideas,72.38,1809.5,03-03-05 0:00,Shipped,Classic Cars,25,Boras,Sweden
Salzburg Collectables,100,1092.2,5/17/2005 0:00,Shipped,Classic Cars,10,Salzburg,Austria
Danish Wholesale Imports,100,4566.05,02-11-03 0:00,Shipped,Classic Cars,29,Kobenhavn,Denmark
"Dragon Souveniers, Ltd.",100,5938.14,4/16/2003 0:00,Shipped,Classic Cars,39,Singapore,Singapore
Muscle Machine Inc,100,8138.76,06-03-03 0:00,Shipped,Classic Cars,42,NYC,USA
Mini Gifts Distributors Ltd.,100,9470.94,08-08-03 0:00,Shipped,Classic Cars,46,San Rafael,USA
Euro Shopping Channel,100,7036.89,9/28/2003 0:00,Shipped,Classic Cars,49,Madrid,Spain
"Dragon Souveniers, Ltd.",100,5559.03,10/22/2003 0:00,Shipped,Classic Cars,27,Singapore,Singapore
L'ordine Souveniers,100,7872.5,11-06-03 0:00,Shipped,Classic Cars,50,Reggio Emilia,Italy
Mini Creations Ltd.,100,7886.2,11/14/2003 0:00,Shipped,Classic Cars,43,New Bedford,USA
Super Scale Inc.,100,7232.16,11/26/2003 0:00,Shipped,Classic Cars,38,New Haven,USA
"Saveley & Henriot, Co.",100,3114.4,01-02-04 0:00,Shipped,Classic Cars,20,Lyon,France
"Clover Collections, Co.",100,5045.22,02-12-04 0:00,Shipped,Classic Cars,27,Dublin,Ireland
CAF Imports,100,6952.12,3/19/2004 0:00,Shipped,Classic Cars,49,Madrid,Spain
Suominen Souveniers,100,4157.73,05-05-04 0:00,Shipped,Classic Cars,27,Espoo,Finland
Diecast Classics Inc.,100,7962.24,7/20/2004 0:00,Shipped,Classic Cars,39,Allentown,USA
Mini Gifts Distributors Ltd.,100,3778.8,8/20/2004 0:00,Shipped,Classic Cars,24,San Rafael,USA
Amica Models & Co.,100,8253,09-09-04 0:00,Shipped,Classic Cars,45,Torino,Italy
"AV Stores, Co.",100,3633.4,10/14/2004 0:00,Shipped,Classic Cars,20,Manchester,UK
Heintze Collectables,100,6913.8,10/22/2004 0:00,Shipped,Classic Cars,36,Aaarhus,Denmark
Baane Mini Imports,100,2583.6,11-05-04 0:00,Shipped,Classic Cars,24,Stavern,Norway
"La Corne D'abondance, Co.",63.38,3105.62,11/20/2004 0:00,Shipped,Classic Cars,49,Paris,France
Muscle Machine Inc,100,4408.56,12-01-04 0:00,Shipped,Classic Cars,26,NYC,USA
Reims Collectables,62.09,3042.41,12/15/2004 0:00,Shipped,Classic Cars,49,Reims,France
"Tokyo Collectables, Ltd",100,5941.5,1/26/2005 0:00,Shipped,Classic Cars,34,Minato-ku,Japan
Mini Gifts Distributors Ltd.,95.35,3241.9,2/17/2005 0:00,Shipped,Classic Cars,34,San Rafael,USA
Mini Gifts Distributors Ltd.,100,6109.29,3/23/2005 0:00,Shipped,Classic Cars,33,San Rafael,USA
Gift Depot Inc.,100,3387.78,05-05-05 0:00,Shipped,Classic Cars,22,Bridgewater,USA
Cruz & Sons Co.,89.38,3485.82,03-03-03 0:00,Shipped,Classic Cars,39,Makati City,Philippines
Marseille Mini Autos,63.84,2042.88,05-08-03 0:00,Shipped,Classic Cars,32,Marseille,France
Mini Gifts Distributors Ltd.,75.01,1800.24,07-02-03 0:00,Shipped,Classic Cars,24,San Rafael,USA
Collectables For Less Inc.,63.84,1340.64,09-05-03 0:00,Shipped,Classic Cars,21,Brickhaven,USA
Corporate Gift Ideas Co.,73.42,1762.08,10-10-03 0:00,Shipped,Classic Cars,24,San Francisco,USA
"Anna's Decorations, Ltd",63.84,2298.24,11-04-03 0:00,Shipped,Classic Cars,36,North Sydney,Australia
Herkku Gifts,81.4,1628,11-12-03 0:00,Shipped,Classic Cars,20,Bergen,Norway
"Toms Spezialitten, Ltd",64.64,1939.2,11/20/2003 0:00,Shipped,Classic Cars,30,Koln,Germany
Euro Shopping Channel,82.99,3651.56,12-02-03 0:00,Shipped,Classic Cars,44,Madrid,Spain
Auto Canal Petit,92.57,2591.96,1/15/2004 0:00,Shipped,Classic Cars,28,Paris,France
"Vida Sport, Ltd",77.41,2864.17,2/22/2004 0:00,Shipped,Classic Cars,37,Gensve,Switzerland
Danish Wholesale Imports,74.21,1484.2,04-09-04 0:00,Shipped,Classic Cars,20,Kobenhavn,Denmark
"UK Collectables, Ltd.",90.17,2254.25,06-01-04 0:00,Cancelled,Classic Cars,25,Liverpool,UK
L'ordine Souveniers,76.61,2681.35,07-06-04 0:00,Shipped,Classic Cars,35,Reggio Emilia,Italy
Online Mini Collectables,83.79,3184.02,08-02-04 0:00,Shipped,Classic Cars,38,Brickhaven,USA
"Vida Sport, Ltd",69.43,2846.63,8/30/2004 0:00,Shipped,Classic Cars,41,Gensve,Switzerland
"Blauer See Auto, Co.",76.61,1685.42,10-04-03 0:00,Shipped,Classic Cars,22,Frankfurt,Germany
"Toms Spezialitten, Ltd",81.4,3988.6,10/16/2004 0:00,Shipped,Classic Cars,49,Koln,Germany
"Volvo Model Replicas, Co",73.42,2789.96,11-03-04 0:00,Shipped,Classic Cars,38,Lule,Sweden
Land of Toys Inc.,100,3607.56,11/15/2004 0:00,Shipped,Classic Cars,33,NYC,USA
Salzburg Collectables,93.56,3368.16,11/24/2004 0:00,Shipped,Classic Cars,36,Salzburg,Austria
Suominen Souveniers,81.62,2775.08,01-06-05 0:00,Shipped,Classic Cars,34,Espoo,Finland
"Toys of Finland, Co.",67.83,1627.92,02-09-05 0:00,Shipped,Classic Cars,24,Helsinki,Finland
Scandinavian Gift Ideas,70.26,2529.36,03-03-05 0:00,Shipped,Classic Cars,36,Boras,Sweden
Salzburg Collectables,90.17,3065.78,5/17/2005 0:00,Shipped,Classic Cars,34,Salzburg,Austria
Euro Shopping Channel,100,4615.78,1/31/2003 0:00,Shipped,Trucks and Buses,41,Madrid,Spain
Classic Legends Inc.,100,5723.78,04-04-03 0:00,Shipped,Trucks and Buses,46,NYC,USA
Muscle Machine Inc,100,2559.6,06-03-03 0:00,Shipped,Trucks and Buses,24,NYC,USA
Suominen Souveniers,100,2140.11,08-01-03 0:00,Shipped,Trucks and Buses,21,Espoo,Finland
"Oulu Toy Supplies, Inc.",100,3327.6,9/21/2003 0:00,Shipped,Trucks and Buses,24,Oulu,Finland
"Dragon Souveniers, Ltd.",100,6825.6,10/22/2003 0:00,Shipped,Trucks and Buses,48,Singapore,Singapore
"Stylish Desk Decors, Co.",100,3543.28,11-06-03 0:00,Shipped,Trucks and Buses,26,London,UK
"Iberia Gift Imports, Corp.",100,4516.22,11/14/2003 0:00,Shipped,Trucks and Buses,37,Sevilla,Spain
Mini Classics,100,6445.46,11/25/2003 0:00,Shipped,Trucks and Buses,49,White Plains,USA
Diecast Collectables,99.54,3384.36,12-09-03 0:00,Shipped,Trucks and Buses,34,Boston,USA
Signal Collectibles Ltd.,100,4891.68,02-10-04 0:00,Shipped,Trucks and Buses,48,Brisbane,USA
Mini Gifts Distributors Ltd.,100,4521.96,03-11-04 0:00,Shipped,Trucks and Buses,36,San Rafael,USA
Euro Shopping Channel,100,5069.66,05-05-04 0:00,Shipped,Trucks and Buses,46,Madrid,Spain
Handji Gifts& Co,100,6541.2,6/15/2004 0:00,Shipped,Trucks and Buses,46,Singapore,Singapore
Mini Gifts Distributors Ltd.,97.17,3012.27,7/20/2004 0:00,Shipped,Trucks and Buses,31,San Rafael,USA
Diecast Classics Inc.,100,5247.18,8/19/2004 0:00,Shipped,Trucks and Buses,41,Allentown,USA
Land of Toys Inc.,100,2214.87,09-08-04 0:00,Shipped,Trucks and Buses,21,NYC,USA
Marta's Replicas Co.,100,4773.18,10/13/2004 0:00,Shipped,Trucks and Buses,38,Cambridge,USA
Heintze Collectables,100,6185.7,10/22/2004 0:00,Shipped,Trucks and Buses,45,Aaarhus,Denmark
Vitachrome Inc.,58.38,1517.88,11-05-04 0:00,Shipped,Trucks and Buses,26,NYC,USA
"La Corne D'abondance, Co.",100,6372.6,11/20/2004 0:00,Shipped,Trucks and Buses,38,Paris,France
Muscle Machine Inc,100,5232.96,12-01-04 0:00,Shipped,Trucks and Buses,48,NYC,USA
Euro Shopping Channel,64.16,2694.72,12-10-04 0:00,Shipped,Trucks and Buses,42,Madrid,Spain
Mini Gifts Distributors Ltd.,35.71,1749.79,1/23/2005 0:00,Shipped,Trucks and Buses,49,San Rafael,USA
Mini Gifts Distributors Ltd.,66.58,2130.56,2/17/2005 0:00,Shipped,Trucks and Buses,32,San Rafael,USA
Euro Shopping Channel,100,5951.34,05-03-05 0:00,Shipped,Trucks and Buses,54,Madrid,Spain
La Rochelle Gifts,100,4692.6,5/31/2005 0:00,In Process,Trucks and Buses,33,Nantes,France
Cruz & Sons Co.,100,3731.04,03-03-03 0:00,Shipped,Classic Cars,36,Makati City,Philippines
Marseille Mini Autos,100,2142,05-08-03 0:00,Shipped,Classic Cars,20,Marseille,France
Mini Gifts Distributors Ltd.,97.89,2838.81,07-02-03 0:00,Shipped,Classic Cars,29,San Rafael,USA
Collectables For Less Inc.,97.89,3230.37,09-05-03 0:00,Shipped,Classic Cars,33,Brickhaven,USA
"Men 'R' US Retailers, Ltd.",100,5182,10-11-03 0:00,Shipped,Classic Cars,50,Los Angeles,USA
Mini Auto Werke,100,4391.1,11-04-03 0:00,Shipped,Classic Cars,41,Graz,Austria
Herkku Gifts,100,4477.32,11-12-03 0:00,Shipped,Classic Cars,36,Bergen,Norway
Online Diecast Creations Co.,100,3544.56,11/20/2003 0:00,Shipped,Classic Cars,27,Nashua,USA
Euro Shopping Channel,100,5195.85,12-02-03 0:00,Shipped,Classic Cars,47,Madrid,Spain
Euro Shopping Channel,100,4180.44,1/16/2004 0:00,Shipped,Classic Cars,33,Madrid,Spain
"Vida Sport, Ltd",100,2684.43,2/22/2004 0:00,Shipped,Classic Cars,21,Gensve,Switzerland
"Oulu Toy Supplies, Inc.",93.28,1958.88,04-12-04 0:00,Shipped,Classic Cars,21,Oulu,Finland
"UK Collectables, Ltd.",100,4910.57,06-01-04 0:00,Cancelled,Classic Cars,41,Liverpool,UK
L'ordine Souveniers,100,4468.4,07-06-04 0:00,Shipped,Classic Cars,40,Reggio Emilia,Italy
"Dragon Souveniers, Ltd.",100,3127.88,08-04-04 0:00,Shipped,Classic Cars,28,Singapore,Singapore
"Vida Sport, Ltd",100,2675.13,8/30/2004 0:00,Shipped,Classic Cars,23,Gensve,Switzerland
"Blauer See Auto, Co.",100,2807.61,10-04-03 0:00,Shipped,Classic Cars,23,Frankfurt,Germany
"Toms Spezialitten, Ltd",100,2504.75,10/16/2004 0:00,Shipped,Classic Cars,25,Koln,Germany
FunGiftIdeas.com,100,2984.88,11-04-04 0:00,Shipped,Classic Cars,24,New Bedford,USA
Land of Toys Inc.,64.74,2524.86,11/15/2004 0:00,Shipped,Classic Cars,39,NYC,USA
Salzburg Collectables,75.2,4136,11/24/2004 0:00,Shipped,Classic Cars,55,Salzburg,Austria
Suominen Souveniers,88.45,4068.7,01-06-05 0:00,Shipped,Classic Cars,46,Espoo,Finland
"Toys of Finland, Co.",100,5182,02-09-05 0:00,Shipped,Classic Cars,50,Helsinki,Finland
Scandinavian Gift Ideas,100,5243.79,03-03-05 0:00,Shipped,Classic Cars,47,Boras,Sweden
Mini Caravy,93.28,9048.16,4/14/2005 0:00,Shipped,Classic Cars,97,Strasbourg,France
Salzburg Collectables,100,3832.64,5/17/2005 0:00,Shipped,Classic Cars,32,Salzburg,Austria
Baane Mini Imports,100,3920,1/29/2003 0:00,Shipped,Trucks and Buses,35,Stavern,Norway
Mini Gifts Distributors Ltd.,100,4916.66,3/26/2003 0:00,Shipped,Trucks and Buses,49,San Rafael,USA
"Corrida Auto Replicas, Ltd",100,3857,5/28/2003 0:00,Shipped,Trucks and Buses,38,Madrid,Spain
Technics Stores Inc.,100,4181.44,7/24/2003 0:00,Shipped,Trucks and Buses,32,Burlingame,USA
"Dragon Souveniers, Ltd.",100,4641,9/19/2003 0:00,Shipped,Trucks and Buses,34,Singapore,Singapore
Mini Auto Werke,99.17,3570.12,10/21/2003 0:00,Resolved,Trucks and Buses,36,Graz,Austria
"Australian Gift Network, Co",93.34,4480.32,11-06-03 0:00,Shipped,Trucks and Buses,48,South Brisbane,Australia
"Classic Gift Ideas, Inc",96.84,2033.64,11/13/2003 0:00,Shipped,Trucks and Buses,21,Philadelphia,USA
"Saveley & Henriot, Co.",93.34,1960.14,11/25/2003 0:00,Shipped,Trucks and Buses,21,Lyon,France
Canadian Gift Exchange Network,100,3966.78,12-05-03 0:00,Shipped,Trucks and Buses,34,Vancouver,Canada
West Coast Collectables Co.,100,5152,1/29/2004 0:00,Shipped,Trucks and Buses,46,Burbank,USA
Cambridge Collectables Co.,100,3360,03-10-04 0:00,Shipped,Trucks and Buses,32,Cambridge,USA
Super Scale Inc.,100,3451,05-04-04 0:00,Shipped,Trucks and Buses,29,New Haven,USA
"Tokyo Collectables, Ltd",100,5453,6/15/2004 0:00,Shipped,Trucks and Buses,41,Minato-ku,Japan
Souveniers And Things Co.,96.84,4164.12,7/19/2004 0:00,Shipped,Trucks and Buses,43,Chatswood,Australia
Amica Models & Co.,100,2800.08,8/17/2004 0:00,Shipped,Trucks and Buses,24,Torino,Italy
Scandinavian Gift Ideas,100,4687.94,09-08-04 0:00,Shipped,Trucks and Buses,41,Boras,Sweden
Auto Assoc. & Cie.,98,4508,10-11-04 0:00,Shipped,Trucks and Buses,46,Versailles,France
Mini Gifts Distributors Ltd.,100,4181.44,10/21/2004 0:00,Shipped,Trucks and Buses,32,San Rafael,USA
Online Diecast Creations Co.,100,2251.04,11-04-04 0:00,Shipped,Trucks and Buses,22,Nashua,USA
Mini Wheels Co.,40.25,1167.25,11/18/2004 0:00,Shipped,Trucks and Buses,29,San Francisco,USA
"Australian Collectors, Co.",49.6,2083.2,11/29/2004 0:00,Shipped,Trucks and Buses,42,Melbourne,Australia
Mini Gifts Distributors Ltd.,98,3822,12-10-04 0:00,Shipped,Trucks and Buses,39,San Rafael,USA
"Anna's Decorations, Ltd",100,3911.49,1/20/2005 0:00,Shipped,Trucks and Buses,27,North Sydney,Australia
Corporate Gift Ideas Co.,98,4704,2/17/2005 0:00,Shipped,Trucks and Buses,48,San Francisco,USA
"Anna's Decorations, Ltd",85.1,2467.9,03-09-05 0:00,Shipped,Trucks and Buses,29,North Sydney,Australia
Quebec Home Shopping Network,100,3213,05-01-05 0:00,Shipped,Trucks and Buses,27,Montreal,Canada
Euro Shopping Channel,100,7182,5/31/2005 0:00,In Process,Trucks and Buses,54,Madrid,Spain
Motor Mint Distributors Inc.,100,4379.18,03-10-03 0:00,Shipped,Classic Cars,26,Philadelphia,USA
Marseille Mini Autos,100,5004.8,05-08-03 0:00,Shipped,Classic Cars,34,Marseille,France
Alpha Cognac,100,3644.75,07-04-03 0:00,Shipped,Classic Cars,25,Toulouse,France
"Anna's Decorations, Ltd",100,2702.04,09-11-03 0:00,Shipped,Classic Cars,23,North Sydney,Australia
Heintze Collectables,100,3764.88,10/17/2003 0:00,Shipped,Classic Cars,28,Aaarhus,Denmark
Quebec Home Shopping Network,100,4508,11-05-03 0:00,Shipped,Classic Cars,35,Montreal,Canada
Herkku Gifts,100,5418.16,11-12-03 0:00,Shipped,Classic Cars,44,Bergen,Norway
Online Diecast Creations Co.,100,3300.66,11/20/2003 0:00,Shipped,Classic Cars,22,Nashua,USA
Muscle Machine Inc,100,6182.4,12-02-03 0:00,Shipped,Classic Cars,42,NYC,USA
Euro Shopping Channel,100,4186.73,1/16/2004 0:00,Shipped,Classic Cars,29,Madrid,Spain
"Vida Sport, Ltd",100,4529.28,2/22/2004 0:00,Shipped,Classic Cars,32,Gensve,Switzerland
Osaka Souveniers Co.,100,5628.89,4/13/2004 0:00,Shipped,Classic Cars,41,Osaka,Japan
"UK Collectables, Ltd.",100,3054.48,06-01-04 0:00,Cancelled,Classic Cars,26,Liverpool,UK
L'ordine Souveniers,100,2526.51,07-06-04 0:00,Shipped,Classic Cars,21,Reggio Emilia,Italy
Signal Gift Stores,100,4667.86,08-06-04 0:00,Shipped,Classic Cars,34,Las Vegas,USA
"Vida Sport, Ltd",100,6499.32,8/30/2004 0:00,Shipped,Classic Cars,41,Gensve,Switzerland
"Norway Gifts By Mail, Co.",100,5917.78,10-05-03 0:00,Shipped,Classic Cars,37,Oslo,Norway
"Toms Spezialitten, Ltd",100,6231.91,10/16/2004 0:00,Shipped,Classic Cars,37,Koln,Germany
FunGiftIdeas.com,100,5803.14,11-04-04 0:00,Shipped,Classic Cars,41,New Bedford,USA
Motor Mint Distributors Inc.,100,6434.02,11/17/2004 0:00,Shipped,Classic Cars,46,Philadelphia,USA
"Australian Collectors, Co.",100,6454.4,11/24/2004 0:00,Shipped,Classic Cars,40,Melbourne,Australia
Lyon Souveniers,97.6,4196.8,12-09-04 0:00,Shipped,Classic Cars,43,Paris,France
Mini Creations Ltd.,87.06,2611.8,01-07-05 0:00,Shipped,Classic Cars,30,New Bedford,USA
"Toys of Finland, Co.",100,5895.05,02-09-05 0:00,Shipped,Classic Cars,35,Helsinki,Finland
Mini Gifts Distributors Ltd.,93.77,3375.72,03-04-05 0:00,Shipped,Classic Cars,36,San Rafael,USA
Danish Wholesale Imports,100,8374.69,4/15/2005 0:00,Disputed,Classic Cars,61,Kobenhavn,Denmark
Salzburg Collectables,100,4464.24,5/17/2005 0:00,Shipped,Classic Cars,38,Salzburg,Austria
Vitachrome Inc.,100,4808.31,01-10-03 0:00,Shipped,Vintage Cars,39,NYC,USA
Mini Wheels Co.,99.66,3288.78,3/25/2003 0:00,Shipped,Vintage Cars,33,San Francisco,USA
"Australian Collectors, Co.",100,3254.72,5/21/2003 0:00,Shipped,Vintage Cars,32,Melbourne,Australia
Souveniers And Things Co.,100,3184.94,7/16/2003 0:00,Shipped,Vintage Cars,31,Chatswood,Australia
Signal Collectibles Ltd.,100,5907.5,09-12-03 0:00,Shipped,Vintage Cars,50,Brisbane,USA
Corporate Gift Ideas Co.,91.44,4389.12,10/18/2003 0:00,Shipped,Vintage Cars,48,San Francisco,USA
Rovelli Gifts,100,5036.16,11-05-03 0:00,Shipped,Vintage Cars,43,Bergamo,Italy
Mini Gifts Distributors Ltd.,87.33,2183.25,11-12-03 0:00,Shipped,Vintage Cars,25,San Rafael,USA
"Australian Collectables, Ltd",100,3106.88,11/21/2003 0:00,Shipped,Vintage Cars,28,Glen Waverly,Australia
Euro Shopping Channel,100,3735.72,12-03-03 0:00,Shipped,Vintage Cars,36,Madrid,Spain
West Coast Collectables Co.,89.38,2413.26,1/29/2004 0:00,Shipped,Vintage Cars,27,Burbank,USA
"Saveley & Henriot, Co.",100,2953.75,03-02-04 0:00,Shipped,Vintage Cars,25,Lyon,France
Euro Shopping Channel,100,4684.8,4/29/2004 0:00,Shipped,Vintage Cars,40,Madrid,Spain
Danish Wholesale Imports,95.55,3248.7,06-08-04 0:00,Shipped,Vintage Cars,34,Kobenhavn,Denmark
Amica Models & Co.,100,5239.5,8/17/2004 0:00,Shipped,Vintage Cars,50,Torino,Italy
Herkku Gifts,100,4567.98,09-03-04 0:00,Shipped,Vintage Cars,38,Bergen,Norway
Auto Assoc. & Cie.,95.55,3535.35,10-11-04 0:00,Shipped,Vintage Cars,37,Versailles,France
Mini Gifts Distributors Ltd.,89.38,3843.34,10/21/2004 0:00,Shipped,Vintage Cars,43,San Rafael,USA
Online Diecast Creations Co.,86.3,3710.9,11-04-04 0:00,Shipped,Vintage Cars,43,Nashua,USA
"AV Stores, Co.",95.13,4375.98,11/17/2004 0:00,Shipped,Vintage Cars,46,Manchester,UK
Signal Gift Stores,36.11,1516.62,11/29/2004 0:00,Shipped,Vintage Cars,42,Las Vegas,USA
Lyon Souveniers,50.18,2509,12-09-04 0:00,Shipped,Vintage Cars,50,Paris,France
Collectables For Less Inc.,100,9240.44,1/20/2005 0:00,Shipped,Vintage Cars,44,Brickhaven,USA
Euro Shopping Channel,93.16,2515.32,2/16/2005 0:00,Shipped,Vintage Cars,27,Madrid,Spain
"Anna's Decorations, Ltd",100,5548.9,03-09-05 0:00,Shipped,Vintage Cars,35,North Sydney,Australia
Diecast Classics Inc.,95.55,4873.05,5/30/2005 0:00,In Process,Vintage Cars,51,Allentown,USA
Vitachrome Inc.,50.14,2055.74,01-10-03 0:00,Shipped,Vintage Cars,41,NYC,USA
Mini Wheels Co.,49.06,2354.88,3/25/2003 0:00,Shipped,Vintage Cars,48,San Francisco,USA
"Corrida Auto Replicas, Ltd",54.99,2309.58,5/28/2003 0:00,Shipped,Vintage Cars,42,Madrid,Spain
Souveniers And Things Co.,43.13,2113.37,7/16/2003 0:00,Shipped,Vintage Cars,49,Chatswood,Australia
Signal Collectibles Ltd.,58.22,1746.6,09-12-03 0:00,Shipped,Vintage Cars,30,Brisbane,USA
